id;cadastrado_em;modificado_em;excluido;nome;instituicao_id;ativo;bairro;cep;cidade;codigo_host;codigo_host_igreja;complemento;data_abertura;ddd;email;endereco;host_dirigente;numero;pais;site;telefone;uf;data_extincao
735;2017-01-04 19:36:39.694346+00;2022-11-17 23:27:28.095849+00;false;IMW Jabaete;2535;false;Jabaete;;Vila Velha;1050;612;;23/05/2014;;;;Diácono Ronan Manso;;BR;;;ES;\0
708;2017-01-04 19:36:39.160385+00;2024-02-08 23:30:42.185528+00;false;IMW Contorno - Betesda;2007;false;Bingen.;;Petrópolis;976;222;;10/08/2013;;;Estr do Contorno - Br 040.;;;BR;;;RJ;\0
709;2017-01-04 19:36:39.180252+00;2023-04-03 16:48:39.289142+00;false;Congregação do Bom Retiro (BRAMIW);2353;true;Parque Bom Retiro;25223545;Duque de Caxias;979;257;Lote 2 Qd 27;01/09/2013;21;;Rua Itapecirica;Pastor Carlos Nogueira da Silva;s/nº;BR;;96 847486;RJ;\0
754;2017-01-04 19:36:40.329216+00;2018-11-06 20:14:13.022106+00;false;Espírito Santo;1963;false;Espírito Santo;;Petrópolis;258;165;;\0;;;;;;BR;;;RJ;\0
766;2017-01-04 19:36:40.650512+00;2017-06-19 20:26:50.518835+00;false;CIDADE NOVA - LAVRAS/MG - PONTO DE PREGAÇÃO;2118;false;CIDADE NOVA;3720000;LAVRAS;1149;412;;01/11/2014;;;RUA CECÍLIA MEIRELES;PB ROGÉRIO FLÁVIO DA SILVA;80;BR;;;MG;\0
779;2017-01-04 19:36:40.908398+00;2017-01-05 14:06:43.156775+00;false;IMW Ivatuba;2161;true;Centro;;Ivatuba;1146;536;;29/08/2015;;;Av. João XXIII;Pr. Moisés Coelho;450;BR;;;PR;\0
787;2017-01-04 19:36:41.069839+00;2017-04-12 00:17:52.757282+00;false;Madre de Deus de Minas;2681;true;Campo;;Madre de Deus de Minas;1169;1160;;\0;;;Rua Paraná;Pr. Alexandre Carneiro;116;BR;;;MG;\0
772;2017-01-04 19:36:40.769244+00;2021-08-18 13:28:22.138119+00;false;Cascadura;2233;true;Cascadura;;Rio de Janeiro;1133;76;;16/08/2015;;;Rua Cerqueira Daltro;Aspirante Ed Lobato;321;BR;;;RJ;\0
748;2017-01-04 19:36:40.093222+00;2021-10-07 19:03:07.003355+00;false;Coimbra;1983;true;Coimbra;;Barra do Pirai;1076;188;;01/11/2014;;;Rua: C;PRESBITERO ROGÉRIO JUNQUEIRA E MISSIONÁRIA KELLY;184;BR;;;RJ;\0
733;2017-01-04 19:36:39.655702+00;2021-11-09 20:33:50.809001+00;false;CONGREGAÇÃO GRANVILLE;2461;true;APONIA;;Porto Velho;1048;287;;02/12/2013;;granvilleimw@gmail.com;AV. IMIGRANTES;Pr. Pedro;6066;BR;;;\0;\0
781;2017-01-04 19:36:40.947494+00;2017-01-05 14:06:43.181358+00;false;Metodista  wesleyana;2619;true;;;;1159;1094;;08/02/2015;;;;;;BR;;;ES;\0
788;2017-01-04 19:36:41.089223+00;2017-02-15 22:18:16.060253+00;false;Igreja Metodista Wesleyana - Sidônio Cardoso;2063;true;Sidônio Cardoso;38500000;Monte Carmelo;1170;313;;01/03/2016;34;;Rua João da Mata;Pb. Mábio Assis Machado;275;BR;;91408841;MG;\0
783;2017-01-04 19:36:40.986739+00;2017-01-05 14:06:43.205291+00;false;Indigena Umariaçu I;2385;true;;;tabatinga;1161;710;;01/11/2015;97;imwtabatinga@gmail.com;;Pr Elmer Fernandes Chanchari;;BR;;34124531;AM;\0
774;2017-01-04 19:36:40.809056+00;2019-06-11 18:37:01.827295+00;false;IMW. Orlandia;2145;true;Jardim das Flores;;Orlandia;1219;534;Casa;24/02/2015;16;prjoseimw@hotmail.com;Rua 8;Asp. Valmir Do Nascimento Sales;;BR;;993401640;SP;\0
770;2017-01-04 19:36:40.72967+00;2019-07-07 11:48:10.860011+00;false;MARANATA;2565;false;WALFREDO GURGEL;59300000;Caico;1131;1018;;04/08/2016;;;RUA MANOEL ALVES DA SILVA;Pr. César;119;BR;;;RN;\0
751;2017-01-04 19:36:40.214212+00;2020-07-21 16:28:55.345854+00;false;Congregação Jardim das Mangueiras;2421;true;JARDIM DAS MANGUEIRAS;;PORTO VELHO;1085;735;ESQUINA SETE DE SETEMBRO;20/06/2009;;;RUA 6;Pr   ZODIR;;BR;;;\0;\0
771;2017-01-04 19:36:40.749288+00;2020-08-11 15:47:09.974655+00;false;Vila Ercília;2137;false;;;Itaquaquecetuba;1152;543;;01/02/2015;;;Rua Amapá;Pb Josenildo;555;BR;;;SP;\0
784;2017-01-04 19:36:41.006225+00;2017-01-05 14:06:43.217344+00;false;Araporã;2606;true;;;Araporã;1162;1071;;07/02/2016;;;Rua Antonio Balé;Pr Manoel Murilo Gomes O Junior;42;BR;;;MG;\0
820;2017-01-04 21:02:46.141606+00;2017-01-05 14:06:35.178695+00;false;capelinha;2689;true;centro;;Mercês Agua Limpa;942;0;;23/03/2013;;;;presbitero Sidney;;BR;;;MG;\0
821;2017-01-04 21:02:46.570439+00;2017-01-05 14:06:38.102389+00;false;Mandela;2689;true;Mandela;;Rio de Janeiro;1116;0;Quadra 20;\0;;;Rua Dezenove;Pastor Francisco JoséFernandes Alves;;BR;;;;\0
822;2017-01-04 21:02:46.683438+00;2017-01-05 14:06:38.694111+00;false;Planaltina do DF;2689;true;Buritis II;;Planaltina;537;0;;\0;61;imw.planaltinadf@gmail.com;Quadra 20 Conjunto D Casa 11;Pr. Marcelo de Amorim Mantovani;;BR;;82536626;DF;\0
823;2017-01-04 21:02:46.948419+00;2017-01-05 14:06:40.269577+00;false;Ataide;2689;true;Ataide;29119360;Vila Velha;1078;0;;31/10/2013;27;aroldoaugusto@bol.com.br;Rua Antonio Maria;Pr. Aroldo Augusto Brandão, Pr. Ajudante Jackson Tonnoli Matos;15;BR;;992961511;;\0
825;2017-01-04 21:02:47.382296+00;2017-01-05 14:06:43.24162+00;false;NOVA VELHO PORTO (CONGREGAO);2689;true;NOVA PORTO VELHO;76800260;PORTO VELHO;1164;0;ENTRE RUAS;28/11/2015;69;imwnovaportovelho@gmail.com;AV AMAZONAS;PR. JARIO GONÇALVES;3920;BR;;99552164;RO;\0
794;2017-01-04 19:36:41.207765+00;2017-03-01 23:09:08.968021+00;false;Segunda do Anjo da Guarda;2304;false;;;;1179;205;;\0;;;;;;\0;;;\0;\0
809;2017-01-04 19:36:41.849837+00;2017-11-06 16:28:27.258418+00;false;Igreja Metodista Wesleyana São Cristóvão;2383;false;SÃO CRISTÓVÃO;76940000;ROLIM DE MOURA;1218;703;;\0;;;RUA URUPÁ;Raul Vieira Paes;;BR;;;\0;\0
747;2017-01-04 19:36:40.053494+00;2022-03-15 23:19:49.649399+00;false;Rondon;2185;true;;;RONDON;1075;530;;\0;;;;;;BR;;;PR;\0
737;2017-01-04 19:36:39.733489+00;2022-03-15 23:47:28.259546+00;false;VILA VERDE;2106;true;Vila Caraípe;;Teixeira de Freitas;1144;382;Em frente;17/10/2015;73;sededistritalimwtx@outlook.com;Av. São Paulo;Pb. Adeildo Salas;1495;BR;;32 917912;BA;\0
767;2017-01-04 19:36:40.670383+00;2022-04-09 13:46:49.550822+00;false;CONGREGAÇÃO EM CONJUNTO JARDIN;2669;true;JARDIN lll;49160000;NOSSA SENHORA DO SOCORRO;1121;1146;CONJUNTO J;19/06/2015;79;JOSEVALDOVENCEDOR@HOTMAIL.COM;RUA G;ASPIRANTE A PASTOR MARCOS ANTÔNIO RAMOS;39;BR;;99 876347;SE;\0
724;2017-01-04 19:36:39.476676+00;2022-07-26 18:49:43.156925+00;false;Quedas do Iguaçu;2365;true;Alto Recreio;85460-00;Quedas do Iguaçu;1027;589;Salão;17/05/2014;46;imwquedas@gmail.com;Rua Salgueiro;Ezequiel dos Santos Costa;1272;BR;;;PR;\0
769;2017-01-04 19:36:40.710305+00;2018-01-12 11:16:45.081324+00;false;Caçapava;2158;true;Jardim Panorama;12289485;Caçapava;1130;578;Casa;20/06/2015;12;;Av Benedito Macedo Carvalho Filho;Pb César Eduardo Casagrande;601;BR;;997022443;SP;\0
799;2017-01-04 19:36:41.460807+00;2017-01-05 14:06:43.410705+00;false;Santa Maria de Itabira;2119;true;Centro;35910000;Santa Maria de Itabira;1193;385;;30/11/2001;31;secretaria.imw.itabira@hotmail.com;Rua Casemiro Andrade;Presbítero José Egidio da Rocha;98;BR;;996468909;MG;\0
752;2017-01-04 19:36:40.255451+00;2019-02-18 14:57:30.1405+00;false;PALMEIRAS;2280;false;PALMEIRAS;;PINHEIRAL;1087;251;;01/07/2015;;marceloceforte@yahoo.com.br;RUA DAS PALMEIRAS;PRESBÍTERO ALEX FARIA FERNANDES;501;BR;;;RJ;\0
786;2017-01-04 19:36:41.050189+00;2019-03-18 13:03:24.124271+00;false;Jardim Novo;1915;false;Pe. Miguel;;RJ;1168;107;Frente missionária;\0;;;;;;BR;;;RJ;\0
802;2017-01-04 19:36:41.614974+00;2017-01-05 14:06:43.449712+00;false;Congregação do Morro Manoel Gonçalo;2317;true;Morro Manoel Gonçalo;;Jardim Iris - São João de Meriti;1208;50;;05/07/2014;21;valceirefigenio@gmailcom;Rua Da Independência;Presb. José wilson de S Chaves;SN;BR;;26527867;RJ;\0
804;2017-01-04 19:36:41.719742+00;2018-12-20 13:11:50.189591+00;false;AMAPÁ;2232;true;AMAPÁ;25045047;DUQUE DE CAXIAS RJ;1212;25;LOTE 33 QU;17/09/2014;21;PRJOCIMARS@GMAIL.COM;R. REGINA;;S/N;BR;;995659068;RJ;\0
759;2017-01-04 19:36:40.510714+00;2018-12-25 19:48:04.132909+00;false;Conceição do Rio Verde;2049;false;;37430000;;1102;332;;\0;35;;;;;BR;;;MG;\0
793;2017-01-04 19:36:41.188018+00;2019-01-28 15:23:41.672855+00;false;curionopolis;2306;true;CENTRO;;CURIONÓPOLIS;1202;234;;01/07/2016;75;alexandremartins@copeb.com;rua cedro;Pr. Alexandre Martins dos Anjos;78;BR;;992023998;PA;\0
795;2017-01-04 19:36:41.249648+00;2017-01-18 16:12:29.922608+00;false;CONGREGAÇÃO NOVA PORTO VELHO;2461;false;Nova Porto Velho;;PORTO VELHO;1188;287;residencia;27/11/2015;69;imwnovaportovelho@gmail.com;Av. amazonas;;3880;BR;;99552164;RO;\0
581;2017-01-04 19:36:36.587418+00;2017-01-05 14:06:40.452319+00;false;Congregação bairro Jardim Célia;2499;true;Jardim Célia;38400000;Uberlândia;737;462;casa;01/01/2011;34;gilsonnunes@bol.com.br;Rua das Orquideas ;Presbitero Júlio César Nascimento;1020;BR;N/tem;88916882;MG;\0
60;2017-01-04 19:36:25.213164+00;2017-01-05 14:06:33.702578+00;false;Feu Rosa;2074;true;;;;833;358;;\0;;;;;;BR;;;;\0
785;2017-01-04 19:36:41.025996+00;2019-08-07 16:21:16.985111+00;false;JACAREÍ;2179;false;Jardim Flórida;12321150;Jacareí;1163;506;;12/02/2016;12;adalsant@uol.com.br;AV. Presidente Humberto de Alencar Castelo Branco;Pastor Adalberto Santos Silva;254;BR;;988046732;SP;\0
824;2017-01-04 21:02:47.264686+00;2023-02-09 19:39:41.733074+00;false;IMW PAJUÇARA;2689;false;PAJUÇARA;;NATAL;1045;0;;26/07/2014;;;RUA DR. PEDRO LOPES CARDOSO;PB. RENATO;1226;BR;;;RN;31/12/2022
806;2017-01-04 19:36:41.778554+00;2023-03-07 13:33:47.386544+00;false;JARDIM DA PAZ;2232;false;JARDIM DA PAZ;;DUQUE DE CAXIAS RJ;1214;25;D.CAXIAS R;15/09/2015;21;PRJOCIMARS@GMAIL.COM;RUA JOSÉ CAMILO DOS SANTOS;PRESBÍTERO LUCIANO SILVA SANTOS;;BR;;;RJ;\0
127;2017-01-04 19:36:26.732351+00;2021-09-28 19:32:47.834177+00;false;Engenho Pequeno;2226;false;Engenho Pequeno;26013730;Nova Iguaçu;84;93;;\0;21;1imwnovaiguacu@gmail.com;Rua Vitalina;Diaconisa Joselita Maria de Araújo de Macedo;395;BR;;27 688614;RJ;\0
778;2017-01-04 19:36:40.88888+00;2021-11-01 11:25:05.248394+00;false;Congregação no Areal;1985;false;;;;1141;191;;\0;;;;;;BR;;;RJ;\0
704;2017-01-04 19:36:39.079237+00;2020-03-15 20:31:03.425055+00;false;Costa Barros;1946;false;Costa Barros;21650100;;958;145;;\0;21;pb.willian@yahoo.com.br;Rua Javatá;Pb. Willian José dos Santos;2063;BR;;94 241710;RJ;\0
725;2017-01-04 19:36:39.495828+00;2019-10-29 13:08:12.158876+00;false;CONGREGAÇAO EM ITABELA;2107;true;PEREIRÃO;45848000;ITABELA;1028;390;IGREJA;01/10/2016;73;ritielejosue@gmail.com;Rua e;PB. RITIELE DOS SANTOS ALVES;40;BR;;81 604222;BA;\0
782;2017-01-04 19:36:40.967191+00;2020-06-21 00:59:38.964616+00;false;MANOEL MENDES;2062;true;Conjunto Manoel Mendes;38082161;Uberaba;1160;315;;27/07/2015;34;;Doutor  Aldo  Furiate;Presbítero - Eliseu;440;BR;;;MG;\0
805;2017-01-04 19:36:41.755411+00;2020-11-26 14:05:03.012055+00;false;CIDADE DOS MENINOS;2232;true;CIDADE DOS MENINOS;25233001;CAXIAS RJ;1213;25;PILAR DUQU;05/03/2016;21;distritodelotexv@gmail.com;AV. GOVERNADOR DE MOURA BRIZOLA;PRESBÍTERO PAULO SERGIO DOS SANTOS MOREIRA;13341;BR;;;\0;\0
777;2017-01-04 19:36:40.868582+00;2021-01-07 15:59:58.710238+00;false;Rio Marinho;2073;true;Rio Marinho;29112462;Vila Velha;1140;319;;31/01/2017;27;imwriomarinho@gmail.com;Rua Serra Pelada;Missionária Flávia Junia Batista Corrêa;1;BR;;97 988216;ES;\0
277;2017-01-04 19:36:30.478756+00;2021-02-08 22:35:48.356141+00;false;Areia Branca II;2225;true;Areia Branca;26112390;Belford Roxo;925;29;;27/10/2010;21;pralbertolima@hotmail.com;"Rua; Manoel Lisboa";Pastor Abadias Pimentel;167;BR;;27 628590;RJ;\0
458;2017-01-04 19:36:34.110523+00;2017-01-05 14:06:38.903788+00;false;Primavera III;2193;true;Jardim Primavera III;84200000;Jaguariaíva;563;539;Templo;01/10/2009;43;juarez.sales@uol.com.br;Rua Canguru;João Rodreigues de Siqueira;;BR;UOL;35353579;PR;\0
798;2017-01-04 19:36:41.408941+00;2017-10-18 14:19:17.429514+00;false;SAN GENARO;2435;false;SAN GENARO;;RIBEIRÃO DAS NEVES;1192;260;;02/04/2016;31;pr.ronildoamaral@yahoo.com.br;RUA MARIA DE MATO LÍBANO;PR. RONILDO AMARAL;403;BR;;985909303;MG;\0
796;2017-01-04 19:36:41.304533+00;2018-01-09 16:57:27.435299+00;false;CONGREGAÇÃO MANAAIN;2461;true;Zona rural;76 83489;PORTO VELHO;1189;287;ona rural;21/01/2017;69;imwmanaain@gmail.com;Rua humaita;ASP. Pr. Francisco;5438;BR;;81113408;RO;\0
807;2017-01-04 19:36:41.801889+00;2018-01-23 15:36:56.819567+00;false;CONGREGAÇÃO DE CELINA;2084;false;;;;1215;362;;\0;;;;;;BR;;;ES;\0
445;2017-01-04 19:36:33.853392+00;2018-02-19 20:04:40.850968+00;false;Igreja Metodista Wesleyana de Jardim Castelo;2187;false;Vila Castelo;;Ferraz de Vasconcelos;544;571;Salão;09/08/2010;11;preliosilva@bol.com.br;Rua Miguel Dib Jorge;Elio Nascimento da Silva;1124;BR;;20715182;SP;\0
626;2017-01-04 19:36:37.532031+00;2017-01-09 19:10:49.270629+00;false;PRIMAVERA;2056;false;;;;825;340;;\0;;;;;;BR;;;MG;\0
829;2017-01-06 16:56:45.001971+00;2017-01-13 10:37:55.983621+00;false;Cachoeira Paulista;2148;false;;;;\0;\0;;\0;;;;Pr. Michael Correa;;\0;;;\0;\0
792;2017-01-04 19:36:41.168304+00;2017-05-21 17:36:06.088703+00;false;Orozino Teixeira;2498;false;;;;1174;461;;\0;;;;;;BR;;;MG;\0
757;2017-01-04 19:36:40.438712+00;2021-12-23 16:53:26.740906+00;false;Terra Preta;2080;false;;;Mairipora;1105;518;;01/01/2015;;;ESTRADA PAU FURADO;Asp. Alex Barbosa;517;BR;;;SP;\0
810;2017-01-04 19:36:41.873546+00;2022-03-26 17:43:00.597167+00;false;ANGICOS;1992;false;CENTRO;;ANGICOS;1220;199;;01/06/2016;;;XX;PB. CARLOS;1;BR;;;RN;\0
760;2017-01-04 19:36:40.532817+00;2017-04-08 23:23:28.023758+00;false;Jardim São Paulo;2192;false;Jardim São Paulo;86430000;Santo Antônio da Platina;1107;504;Jardim;01/12/2014;43;pr_juniorsap@hotmail.com;Rua ozorio da cunha frança;Junior da Silveira Araujo;111;BR;;35341986;PR;\0
815;2017-01-04 19:36:42.012826+00;2018-06-06 19:11:07.314036+00;false;Indigena de Bufeo Cocha=PERU;2385;true;;;Cavallo Cocha;1227;710;;03/03/2010;97;imwtabatinga@gmail.com;Peru;Gardel  Yumbato Farias;;\0;;34124531;\0;\0
811;2017-01-04 19:36:41.899575+00;2018-08-20 20:53:02.787551+00;false;IMW JABOTICABAL - COSMÓPOLIS;2143;false;BAIRRO APARECIDA;14883200;JABOTICABAL;1222;557;TÉRREO;08/10/2016;19;;AVENIDA JOÃO PINTO FERREIRA;PASTOR MÁRIO PEDRO PINTO E PASTOR GESSIVALDO GOMES REBOUÇAS;181;BR;https://www.imwcosmopolis.com/;993273404;SP;\0
86;2017-01-04 19:36:25.824957+00;2018-10-31 02:33:42.367062+00;false;Vila Paciência;2222;true;Santa Cruz;23595060;Rio de Janeiro;32;143;Vila Paciê;07/07/1979;;;Rua São Gomário;DILSON SEBASTIÃO RIBEIRO DE MARIA;596;BR;;;RJ;\0
826;2017-01-05 01:56:14.418831+00;2018-09-22 14:41:30.470299+00;false;Vila Ariri;2260;false;Vila Ariri;65058000;SÃO LUIS;\0;\0;;01/07/2015;;;RUA;Pb. Gledson Tavares Silva;;BR;;;MA;\0
303;2017-01-04 19:36:31.006693+00;2018-09-22 14:41:43.640444+00;false;Vila Jota Lima;2260;false;Vila Jota Lima;;Sãp José de Ribamar;810;229;;20/08/2007;;;Rua Assução;Pb. Raimundo João Pinheiro;17;BR;;;MA;\0
415;2017-01-04 19:36:33.259591+00;2018-09-22 14:41:59.595136+00;false;Vila Flamengo;2260;false;Vila Flamengo;;Sãp José de Ribamar;808;229;;13/09/1990;;;Rua Bahia;Pb. Raimundo João Pinheiro;s/n;BR;;;MA;\0
813;2017-01-04 19:36:41.960669+00;2018-12-03 15:46:23.592674+00;false;Quatis;1988;true;Vila Independência;27430230;QUATIS;1224;259;Loja;29/10/2016;;;Avenida Georgeth Barbosa Leite;Miss Lucia de Fátima Silva Sousa;54;BR;;;RJ;\0
553;2017-01-04 19:36:36.016564+00;2017-01-06 18:02:51.03556+00;false;Wesleyana de Barra de São Francisco/ Congregação foi transferidos para a 8ª RE (Oitava Reg;2491;false;Centro;2980000;Barra de São Francisco;689;454;Igreja;19/12/2010;;imwvilanova@hotmail.com;Rua Aurea Porto;Vanderly Goutara;214;BR;;;ES;\0
132;2017-01-04 19:36:26.826714+00;2017-01-06 18:03:03.853596+00;false;Wesleyana Treze de Junho/ Congregação fechada devido ausencia de recursos humanos para dar;2491;false;TREZE DE JUNHO;35290000;MANTENA;850;454;TERREO;30/06/2012;;imwvilanova@hotmail.com;Rua O;Presbítero Marcelo Gomes de Araújo/Presbítero Hudson Vargas da Silva;119;BR;;;MG;\0
830;2017-01-08 12:25:52.558863+00;2017-01-08 12:42:00.507764+00;false;Imw São Cristóvão;2395;false;São Cristóvão;76940000;Rolim de Moura;\0;\0;;08/01/2017;;;Rua Urupá;Pb. Raul Vieira Paes;;BR;;;RO;\0
418;2017-01-04 19:36:33.316731+00;2021-11-09 20:28:11.108222+00;false;ESPERANÇA DA COMUNIDADE (congreg-01);2461;false;ESPERANÇA DA COMUNIDADE;76800000;PVH;872;287;;16/01/2011;69;imwesperacadacomunidade@gmail.com;AV. VIEIRA CAHULA;Pr. Bruno Balmant;6871;BR;;;RO;\0
831;2017-01-08 12:43:28.824451+00;2017-01-08 12:43:28.850403+00;false;Congregação São Cristóvão;2395;true;São Cristóvão;76940-00;Rolim de Moura;\0;\0;;\0;;;Rua urupá;Pb. Raul Vieira Paes;;BR;;;RO;\0
832;2017-01-09 12:29:57.45714+00;2017-01-09 12:29:57.509+00;false;Congregação São Cristóvão;2383;true;São Cristóvão;76940000;Rolim de Moura;\0;\0;;\0;;;Rua Urupá;Pb. Raul Vieira Paes;;BR;;;RO;\0
212;2017-01-04 19:36:28.692642+00;2023-03-02 17:42:42.172432+00;false;Adonai;1928;true;Ajuda de Baixo;27971260;Macaé;197;122;;04/09/1998;;;Rua 8;Pr.Elias Teixeira da Silva;138;BR;;;RJ;\0
179;2017-01-04 19:36:27.825635+00;2023-08-14 16:08:04.227138+00;false;Turmalina;2031;true;Turmalina;35000000;Governador Valadares;460;300;;23/03/2000;33;;Rua Minas Novas;Pb Paulo;116;BR;;;MG;\0
800;2017-01-04 19:36:41.513639+00;2024-01-07 01:20:48.530807+00;false;Congregação da Dário Marques;2317;true;Beira Rio- Jardim Metrópoless;;São João de Meriti;1206;50;;15/06/2003;21;;Rua Dário Marques;Presb. Elias de Souza Marquês;S/N;BR;;37 576037;RJ;\0
801;2017-01-04 19:36:41.564446+00;2024-01-07 01:21:35.98986+00;false;Congregação do Morro guarani;2317;true;Morro do Guarani;2557541;São João de Meriti;1207;50;LT.03 QD 4;18/10/2004;21;;Rua Do Bosque;Presb. Carlos Roberto do Rego Amaral;S/N;BR;;;RJ;\0
866;2017-02-08 13:30:42.599318+00;2024-01-14 13:03:31.937844+00;false;Parque Vitória;2258;true;Três Poços;;Volta Redonda;\0;\0;;02/01/2017;24;marceloceforte@yahoo.com.br;Rua Nove;Pastor  Clésio Faria;6;BR;;;RJ;\0
673;2017-01-04 19:36:38.456385+00;2019-06-12 18:42:46.552645+00;false;Congregação Ibitirama;2085;false;Santa Bárbara;29540000;Ibitirama;964;363;;20/04/2013;28;imwguacui.es@gmail.com;Avenida Acidália Vieira Knst;Pb. Miguel Valério;S/Nº;BR;;;ES;\0
790;2017-01-04 19:36:41.128866+00;2019-07-07 11:48:20.238227+00;false;ROMPENDO EM FÉ;2565;false;;;SÃO JOSÉ DO SERIDÓ;1178;1018;;01/01/2016;;;;MISSIONARIA EDILEUSA;;BR;;;RN;02/12/2018
169;2017-01-04 19:36:27.596732+00;2020-02-09 14:52:01.151908+00;false;Magarça;1979;false;Campo Grande;23035380;Rio de Janeiro;146;182;Santa Clar;\0;;;Rua Rui Barbosa;;15;BR;;;RJ;\0
844;2017-01-25 20:46:29.092932+00;2020-03-27 15:26:10.667613+00;false;CAIXA SEDE AREAL;2451;false;AREAL;76804371;PORTO VELHO;\0;\0;;\0;;imwareal2016@gmail.com;RUA ALEXANDRE GUIMARAES;PR LEONARDO RIBEIRO;1586;BR;;;RO;\0
814;2017-01-04 19:36:41.988364+00;2020-09-02 01:28:03.090824+00;false;CONGREGAÇAO DO SANTA ISABEL;2107;true;SANTA ISABEL;45628000;EUNAPOLIS;1226;390;IGREJA;15/07/2016;73;regis_591@hotmail.com;RUA TURQUESA;PB. Nicassio;158;BR;;88 190325;BA;\0
336;2017-01-04 19:36:31.669214+00;2021-02-04 20:55:32.191521+00;false;Vila Zilda;2127;true;Vila Zilda;;São Paulo;369;546;Térreo;15/03/2009;11;contatosjosue@gmail.com;R. Baltazar Águila;Asp. Alex Barbosa;136;BR;https://www.pastorjosuecosta.com;34 873988;SP;\0
833;2017-01-10 01:59:14.49941+00;2017-01-11 00:21:26.321577+00;false;DOIS MIL;2061;true;DOIS MIL;38038-38;UBERABA;\0;\0;TEMPLO;01/01/2013;34;prmarcos.oliveira@hotmail.com;RUA ANTÔNIO MOURA BORGES;PB. GILMAR PAIXÃO DE CAMPOS;256;BR;;999602987;MG;\0
834;2017-01-10 02:00:43.836958+00;2017-01-11 00:24:28.781487+00;false;DELTA;2061;true;;38108000;DELTA;\0;\0;TEMPLO;10/05/2015;34;prmarcos.oliveira@hotmail.com;RUA SETENTA E DOIS;PR. REGINALDO SILVIANO;341;BR;;996959568;MG;\0
845;2017-01-26 12:38:35.583546+00;2017-01-26 12:38:35.645696+00;false;Congregação em Cascadura;2719;true;;;;\0;\0;;\0;;;;Pr. Juscelino;;\0;;;\0;\0
843;2017-01-23 20:50:07.766632+00;2017-01-23 20:50:07.796061+00;false;Patrocínio do Muriae - Sapucaia;2059;true;Sapucaia;36860000;Patrocínio do Muriaé;\0;\0;Templo;\0;;;Rua Virgílio de Paula Rocha;Presbítero Ivan Paradelas;459;BR;;;MG;\0
827;2017-01-06 03:11:17.931464+00;2018-02-19 20:04:56.233366+00;false;Elio Nascimeto da Silva;2187;false;;;;\0;\0;;\0;;;;;;\0;;;\0;\0
828;2017-01-06 03:12:09.526006+00;2018-02-19 20:05:10.051382+00;false;Vila Rosa;2187;false;;;;\0;\0;;\0;;;;;;\0;;;\0;\0
746;2017-01-04 19:36:40.013041+00;2018-02-26 16:39:57.580608+00;false;Tamboara;2185;false;Centro;87760000;Tamboara;1074;530;;\0;44;paulorenatinho@ig.com.br;Rua Professor Pedro Real;Pr. Paulo Renato Alves Saraiva Junior;1058;BR;;91060270;PR;01/01/2018
521;2017-01-04 19:36:35.379667+00;2018-03-22 15:29:33.063704+00;false;São José do Calçado;2086;true;Centro;29460000;São José do Calçado;643;364;Prédio;18/03/1978;28;jtdjunior@hotmail.com;Francisca Teixeira;Pastor Jairo Teixeira Dias Junior;344;BR;;999302410;ES;\0
847;2017-01-27 13:19:44.219306+00;2017-01-27 13:19:44.272396+00;false;Congregação de Presidente Bernardes;2180;true;V. São Vicente;;Presidente Bernardes;\0;\0;;30/12/2016;;;R. Dr. Arthur Falcone;Pr. Ubirajara Veneziani;1093;\0;;;SP;\0
857;2017-02-04 07:28:39.588353+00;2017-02-04 07:28:39.620885+00;false;Cafelândia;2147;true;Vila Belém;16500-00;Cafelândia;\0;\0;Térreo;01/01/2017;14;pastorbecker@terra.com.br;Av. Vicente Batista dos Santos;Pastor Francisco Becker Filho;658;BR;;3586-1819;SP;\0
848;2017-01-30 22:07:29.250328+00;2017-02-04 07:33:31.207213+00;false;Cafelândia;2147;false;;;;\0;\0;;\0;;;;;;BR;;;SP;\0
61;2017-01-04 19:36:25.25772+00;2022-05-05 16:51:00.149238+00;false;NOVA CONCEIÇÃO;1895;true;ASSENTAMENTO NOVA CONCEIÇÃO;64400000;AMARANTE;1197;3;;\0;86;prpacheco2@gmail.com;ASSENTAMENTO NOVA CONCEIÇÃO;ADONIAS DE SOUSA;S/N;BR;;99 406706;PI;\0
860;2017-02-04 16:43:46.651457+00;2017-02-04 16:43:46.679655+00;false;Congregaçao de Monte Salém;2508;true;Rio Urupadi;69190000;Maués;\0;\0;;\0;;;Comunidade Monte Salem;Edivaldo dos Anjos Farias;S/N;BR;;;AM;\0
184;2017-01-04 19:36:27.926418+00;2019-03-28 02:04:18.673689+00;false;Congregação do Santa Rita;2492;false;Santa Rita;;Governador Valadares;682;455;;01/01/2011;;gleidsonaliancagv@hotmail.com;Rua João Lopes da Silva;Pr Gleidson Lacerda Bento;511;BR;;;MG;\0
861;2017-02-04 16:46:05.597153+00;2017-02-04 16:46:05.628416+00;false;Congregação de Monte Horebe;2508;true;Rio Marau;69190000;Maues;\0;\0;;29/01/2017;;;Comunidade Monte Horebe;Edivaldo dos Anjos Farias;S/N;BR;;;AM;\0
